SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
60,DHELA AT ADAMPUR,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,28.97215900,78.82405800,01-02-2021 08:30,29,"",170000,""
61,DHELA AT ADAMPUR,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,28.97215900,78.82405800,28-06-2021 08:30,31,"",2.2e+06,""
62,DHELA AT ADAMPUR,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,28.97215900,78.82405800,16-08-2021 08:30,26,"",120000,""
63,DHELA AT ADAMPUR,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,28.97215900,78.82405800,20-10-2021 08:30,3,"",12000,""
64,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,26-01-2021 08:30,56,"","",""
65,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,24-02-2021 08:30,42,"","",""
66,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,22-03-2021 08:30,44,"","",""
67,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,22-04-2021 08:30,39,"","",""
68,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,28-05-2021 08:30,34,"","",""
69,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,21-06-2021 08:30,32,"","",""
70,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,19-07-2021 08:30,28,"",430,""
71,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,11-08-2021 08:30,22.5,"",920,""
72,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,06-09-2021 08:30,26.4,"",920,""
73,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,06-10-2021 08:30,24,"",920,""
74,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,18-11-2021 08:30,26.5,"",920,""
75,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.15049000,78.89338600,14-12-2021 08:30,24,"",920,""
76,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,26-01-2021 08:30,4,"","",""
77,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,24-02-2021 08:30,5,"","",""
78,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,28-05-2021 08:30,29,"","",""
79,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,21-06-2021 08:30,22,"","",""
80,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,19-07-2021 08:30,10,"",220,""
81,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,11-08-2021 08:30,8.7,"",170,""
82,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,06-09-2021 08:30,8.4,"",220,""
83,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,06-10-2021 08:30,11,"",280,""
84,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,18-11-2021 08:30,10.8,"",220,""
85,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,CPCB,9,Uttar Pradesh,171,MORADABAD,MORADABAD,-,-,-,-,-,-,-,-,29.11119500,78.90872300,14-12-2021 08:30,8,"",210,""
86,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,04-01-2021 08:30,2,"",790,""
87,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,21-01-2021 08:30,2.6,"",1300,""
88,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,18-02-2021 08:30,2.6,"",930,""
89,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,28-02-2021 08:30,2.5,"",1100,""
90,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,07-03-2021 08:30,2.7,"",1200,""
91,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,21-03-2021 08:30,2.8,"",1400,""
92,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,08-04-2021 08:30,2.7,"",1300,""
93,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,27-04-2021 08:30,2.7,"",1100,""
94,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,10-05-2021 08:30,2.6,"",1200,""
95,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,29-05-2021 08:30,2.8,"",1200,""
96,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,15-06-2021 08:30,2.8,"",930,""
97,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,29-06-2021 08:30,2.9,"",1200,""
98,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,15-07-2021 08:30,2.7,"",920,""
99,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,30-07-2021 08:30,2.6,"",930,""
100,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,16-08-2021 08:30,2.8,"",1000,""
101,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,30-08-2021 08:30,2.7,"",830,""
102,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,12-09-2021 08:30,2.6,"",820,""
103,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,30-09-2021 08:30,2.6,"",780,""
104,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,15-10-2021 08:30,2.8,"",920,""
105,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,31-10-2021 08:30,2.8,"",1100,""
106,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,18-11-2021 08:30,2.7,"",680,""
107,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,28-11-2021 08:30,2.7,"",810,""
108,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,12-12-2021 08:30,2.6,"",830,""
109,GANGA AT ALLAHABAD D/S (SANGAM) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.41920600,81.90052200,30-12-2021 08:30,2.9,"","",""
110,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,04-01-2021 08:30,2.4,"",1100,""
111,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,21-01-2021 08:30,2.5,"",1100,""
112,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,18-02-2021 08:30,2.8,"",1200,""
113,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,28-02-2021 08:30,2.8,"",1300,""
114,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,07-03-2021 08:30,2.7,"",1100,""
115,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,21-03-2021 08:30,2.7,"",1200,""
116,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,08-04-2021 08:30,2.8,"",1100,""
117,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,27-04-2021 08:30,2.9,"",780,""
118,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,10-05-2021 08:30,2.8,"",1200,""
119,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,31-05-2021 08:30,2.9,"",1400,""
120,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,15-06-2021 08:30,2.7,"",1100,""
121,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,29-06-2021 08:30,2.8,"",1400,""
122,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,15-07-2021 08:30,2.8,"",920,""
123,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,30-07-2021 08:30,2.7,"",930,""
124,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,16-08-2021 08:30,2.7,"",930,""
125,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,30-08-2021 08:30,2.8,"",910,""
126,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,12-09-2021 08:30,2.8,"",910,""
127,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,30-09-2021 08:30,2.7,"",810,""
128,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,15-10-2021 08:30,2.6,"",810,""
129,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,31-10-2021 08:30,2.6,"",780,""
130,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,15-11-2021 08:30,2.8,"",820,""
131,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,18-11-2021 08:30,2.8,"",610,""
132,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,28-12-2021 08:30,2.8,"",680,""
133,GANGA AT ALLAHABAD (RASOOLABAD) U.P.,CPCB,9,Uttar Pradesh,120,Allahabad,Allahabad,-,-,-,-,-,-,-,-,25.50247400,81.85543900,30-12-2021 08:30,2.7,"","",""
134,GANGA AT BIJNOR (U.P.),CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,JANSATH,-,-,-,-,-,-,-,-,29.37316400,78.03647400,27-01-2021 08:30,2,"",200,""
135,GANGA AT BIJNOR (U.P.),CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,JANSATH,-,-,-,-,-,-,-,-,29.37316400,78.03647400,25-06-2021 08:30,1.6,"",13000,""
136,GANGA AT BIJNOR (U.P.),CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,JANSATH,-,-,-,-,-,-,-,-,29.37316400,78.03647400,11-08-2021 08:30,1.2,"",7900,""
137,GANGA AT BIJNOR (U.P.),CPCB,9,Uttar Pradesh,172,MUZAFFARNAGAR,JANSATH,-,-,-,-,-,-,-,-,29.37316400,78.03647400,15-11-2021 08:30,1.7,"",170000,""
138,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,05-01-2021 08:30,3,"",2500,""
139,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,22-01-2021 08:30,3.1,"",2100,""
140,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,02-02-2021 08:30,3,"",1400,""
141,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,06-04-2021 08:30,3.1,"",1100,""
142,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,27-04-2021 08:30,3,"",1100,""
143,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,11-05-2021 08:30,3.1,"",1400,""
144,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,25-05-2021 08:30,3.1,"",1100,""
145,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,08-06-2021 08:30,3.3,"",1100,""
146,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,06-07-2021 08:30,3.3,"",1100,""
147,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,23-07-2021 08:30,3.1,"",1700,""
148,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,10-08-2021 08:30,3.2,"",1300,""
149,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,21-09-2021 08:30,"","",1700,""
150,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,21-10-2021 08:30,"","",1700,""
151,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,22-10-2021 08:30,"","",1700,""
152,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,10-11-2021 08:30,"","",1400,""
153,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,24-11-2021 08:30,3.3,"",1700,""
154,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,09-12-2021 08:30,3,"",1700,""
155,GANGA AT BITHOOR (KANPUR) U.P.,CPCB,9,Uttar Pradesh,157,KANPUR NAGAR,Kanpur Nagar,-,-,-,-,-,-,-,-,26.61090600,80.27541900,24-12-2021 08:30,3.1,"",1700,""
156,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,05-01-2021 08:30,3.6,"",1400,""
157,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,21-01-2021 08:30,3.5,"",1300,""
158,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,06-04-2021 08:30,4.3,"",1700,""
159,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,28-04-2021 08:30,4.4,"",2100,""
160,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,06-05-2021 08:30,4.3,"",1700,""
161,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,25-05-2021 08:30,4.2,"",1600,""
162,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,08-06-2021 08:30,3.9,"",1700,""
163,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,22-06-2021 08:30,4,"",1800,""
164,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,06-07-2021 08:30,4.2,"",1700,""
165,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,27-07-2021 08:30,4.2,"",2200,""
166,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,07-09-2021 08:30,4.5,"",1700,""
167,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,21-09-2021 08:30,4.4,"",1600,""
168,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,05-10-2021 08:30,4.2,"",1700,""
169,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,20-10-2021 08:30,3.9,"",1700,""
170,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,02-11-2021 08:30,4.1,"",1700,""
171,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,26-11-2021 08:30,3.9,"",1700,""
172,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,06-12-2021 08:30,3.9,"",1800,""
173,GANGA AT DALMAU (RAI BAREILLY) U.P.,CPCB,9,Uttar Pradesh,175,Raibareli,DALMAU,-,-,-,-,-,-,-,-,26.07438600,81.02407500,24-12-2021 08:30,3.7,"",1700,""
174,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,07-01-2021 08:30,2.4,"",920,""
175,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,18-01-2021 08:30,2.1,"",350,""
176,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,02-02-2021 08:30,2.4,"",220,""
177,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,23-02-2021 08:30,1.5,"",540,""
178,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,09-03-2021 08:30,2.2,"",350,""
179,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,23-03-2021 08:30,2,"",280,""
180,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,06-04-2021 08:30,2.4,"",280,""
181,GANGA AT GARHMUKTESHWAR U.P,CPCB,9,Uttar Pradesh,154,JYOTIBA PHULE NAGAR,HASANPUR,-,-,-,-,-,-,-,-,28.76062000,78.14376600,27-04-2021 08:30,2,"",350,""
